"Park1","Park2","distance","duration","origin","destination","status"
"Camden State Park MN","Minneopa State Park MN","172035","6992","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Camden State Park MN","Minnesota Valley State Recreation Area MN","200694","8414","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Camden State Park MN","Monson Lake State Park MN","142351","5716","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Camden State Park MN","Moose Lake State Park MN","390635","15046","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Camden State Park MN","Myre-Big Island State Park MN","296316","10291","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Camden State Park MN","Nerstrand Big Woods State Park MN","253374","10750","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Camden State Park MN","Old Mill State Park MN","495868","19521","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Camden State Park MN","Red River State Recreation Area MN","494278","16361","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Camden State Park MN","Rice Lake State Park MN","272252","10339","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Camden State Park MN","St. Croix State Park MN","363422","14445","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Camden State Park MN","Sakatah Lake State Park MN","228817","8956","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Camden State Park MN","Savanna Portage State Park MN","422043","16601","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Camden State Park MN","Scenic State Park MN","505872","20430","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Camden State Park MN","Schoolcraft State Park MN","432760","17370","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Camden State Park MN","Sibley State Park MN","148475","5637","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Camden State Park MN","Split Rock Creek State Park MN","66868","2643","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Camden State Park MN","Split Rock Lighthouse State Park MN","533284","20410","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Camden State Park MN","Temperance River State Park MN","588446","22682","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Camden State Park MN","Tettegouche State Park MN","553434","21267","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Camden State Park MN","Upper Sioux Agency State Park MN","68847","2678","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Camden State Park MN","Whitewater State Park MN","355120","13799","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Camden State Park MN","Wild River State Park MN","341678","13569","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Camden State Park MN","William O'Brien State Park MN","321456","12773","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Camden State Park MN","Zippel Bay State Park MN","607024","23897","Camden State Park, 1897 Camden Park Rd, Lynd, MN 56157, United States","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Carley State Park MN","Cascade River State Park MN","544973","19707","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Cascade River State Park, West, 3481 Minnesota 61, Lutsen, MN 55612, United States",TRUE
"Carley State Park MN","Charles A. Lindbergh State Park MN","321140","11618","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Charles A. Lindbergh State Park, 1615 Lindbergh Dr S, Little Falls, MN 56345, USA",TRUE
"Carley State Park MN","Crow Wing State Park MN","345176","12392","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Crow Wing State Park, 3124 State Park Rd, Brainerd, MN 56401, USA",TRUE
"Carley State Park MN","Father Hennepin State Park MN","307722","11180","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Father Hennepin State Park, 41296 Father Hennepin Park Rd, Isle, MN 56342, USA",TRUE
"Carley State Park MN","Flandrau State Park MN","209050","8172","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Flandrau State Park, 1300 Summit Ave, New Ulm, MN 56073, USA",TRUE
"Carley State Park MN","Forestville/Mystery Cave State Park MN","69978","3233","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Forestville/Mystery Cave State Park, 21071 County Rd 118, Preston, MN 55965, USA",TRUE
"Carley State Park MN","Fort Ridgely State Park MN","242485","9353","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Fort Ridgely State Park, 72158 Co Rd 30, Fairfax, MN 55332, USA",TRUE
"Carley State Park MN","Fort Snelling State Park MN","142098","5298","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Fort Snelling State Park, 101 Snelling Lake Road, St Paul, MN 55111, USA",TRUE
"Carley State Park MN","Franz Jevne State Park MN","667940","23498","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Franz Jevne State Park, MN-11, Birchdale, MN 56629, USA",TRUE
"Carley State Park MN","Frontenac State Park MN","55913","2656","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Frontenac State Park, 29223 County 28 Blvd, Frontenac, MN 55026, USA",TRUE
"Carley State Park MN","George H. Crosby-Manitou State Park MN","500638","18202","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","George Crosby Manitou State Park, 7616 Co Hwy 7, Finland, MN 55603, USA",TRUE
"Carley State Park MN","Glacial Lakes State Park MN","386552","13683","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Glacial Lakes State Park, 25022 Co Rd 41, Starbuck, MN 56381, USA",TRUE
"Carley State Park MN","Glendalough State Park MN","435647","15478","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA",TRUE
"Carley State Park MN","Gooseberry Falls State Park MN","446225","15683","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA",TRUE
"Carley State Park MN","Grand Portage State Park MN","624126","23032","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605",TRUE
"Carley State Park MN","Great River Bluffs State Park MN","83418","3101","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Great River Bluffs State Park, 43605 Kipp Dr, Winona, MN 55987, USA",TRUE
"Carley State Park MN","Hayes Lake State Park MN","685008","25215","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Hayes Lake State Park, 48990 Co Rd 4, Roseau, MN 56751, USA",TRUE
"Carley State Park MN","Interstate State Park MN","182450","8197","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Interstate State Park, 307 Milltown Ct., Taylors Falls, MN 55084, United States",TRUE
"Carley State Park MN","Itasca State Park MN","491525","18382","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Itasca State Park, 36750 Main Park Drive, Park Rapids, MN 56470, USA",TRUE
"Carley State Park MN","Jay Cooke State Park MN","353563","12133","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Jay Cooke State Park, 780 MN-210, Carlton, MN 55718, USA",TRUE
"Carley State Park MN","Judge C.R. Magney State Park MN","581865","21297","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Judge C.R. Magney State Park, 4051 MN-61, Grand Marais, MN 55604, USA",TRUE
"Carley State Park MN","Kilen Woods State Park MN","281765","9722","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Kilen Woods State Park, 50200 860th St, Lakefield, MN 56150, USA",TRUE
"Carley State Park MN","La Salle Lake State Recreation Area MN","516034","18843","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","La Salle Lake State Recreation Area, 10899 Co Hwy 9, Solway, MN 55678, USA",TRUE
"Carley State Park MN","Lac qui Parle State Park MN","373329","14548","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lac qui Parle State Park, 14047 20th St NW, Watson, MN 56295, USA",TRUE
"Carley State Park MN","Lake Bemidji State Park MN","514312","19170","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Bemidji State Park, 3401 State Park Rd NE, Bemidji, MN 56601, USA",TRUE
"Carley State Park MN","Lake Bronson State Park MN","710231","26348","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Bronson State Park, County Rd 28, Lake Bronson, MN 56734, USA",TRUE
"Carley State Park MN","Lake Carlos State Park MN","377395","13310","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Carlos State Park, 2601 County Rd 38 NE, Carlos, MN 56319, USA",TRUE
"Carley State Park MN","Lake Louise State Park MN","89086","3555","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"Carley State Park MN","Lake Maria State Park MN","230946","8496","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"Carley State Park MN","Lake Shetek State Park MN","315548","12228","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"Carley State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","497801","17521","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"Carley State Park MN","Maplewood State Park MN","482757","16677","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"Carley State Park MN","McCarthy Beach State Park MN","495355","17389","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"Carley State Park MN","Mille Lacs Kathio State Park MN","304255","11129","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"Carley State Park MN","Minneopa State Park MN","178948","6970","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Carley State Park MN","Minnesota Valley State Recreation Area MN","167501","7162","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Carley State Park MN","Monson Lake State Park MN","359182","13097","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Carley State Park MN","Moose Lake State Park MN","314607","10750","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Carley State Park MN","Myre-Big Island State Park MN","127825","4513","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Carley State Park MN","Nerstrand Big Woods State Park MN","97281","4034","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Carley State Park MN","Old Mill State Park MN","696761","24749","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Carley State Park MN","Red River State Recreation Area MN","663293","22279","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Carley State Park MN","Rice Lake State Park MN","81524","3613","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Carley State Park MN","St. Croix State Park MN","287394","10149","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Carley State Park MN","Sakatah Lake State Park MN","128600","5454","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Carley State Park MN","Savanna Portage State Park MN","381693","14106","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Carley State Park MN","Scenic State Park MN","501883","18292","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Carley State Park MN","Schoolcraft State Park MN","446958","16976","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Carley State Park MN","Sibley State Park MN","336864","12013","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Carley State Park MN","Split Rock Creek State Park MN","403643","13496","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Carley State Park MN","Split Rock Lighthouse State Park MN","457256","16114","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Carley State Park MN","Temperance River State Park MN","512419","18387","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Carley State Park MN","Tettegouche State Park MN","477406","16971","Carley State Park, 50366 County Rd 4, Plainview, MN 55964, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
